,text
1349,"Oke, jadi RKUHP seks bebas deliknya laporan. Yg boleh lapor cuma orang tua, pasangan resmi, dan anak. Nah yg jadi masalah, kalo misal ortunya ngelapor nih. Yg dipenjara yg mana? Kan sama-sama mau?
Ortu lawan pun bisa ngelapor balik. Sama-sama dipenjara dong dua duanya wtf =="
1350,"Taun lalu, februari 2018, pertanyaan yg sama dgn ICJR kita lontarkan dlm sebuah diskusi di ruangan dep. Adat. Tp entah kenapa aku ngerasa kurang sedap baca ilustrasi dan bahasan twit ICJR soal the living law dlm RKUHP.. entah.."
1351,Whaiiiiii.... RKUHP is full of joke... whaiiiii
1352,"Kalo aku ngga salah, rkuhp ini udah deal di buku 1 2 sampe berapa gitu, memang tinggal sah sahnya saja sih"
1353,#Delik Agama Masih Jadi Momok Demokrasi dalam RKUHP | Politics - Gatra https://ift.tt/32dBqQK  #Demokrasi #Indonesia
1354,"Perzinaan dilarang; apakah perkawinan sesama jenis kemudian diperbolehkan, agar tdk terjadi perzinaan???

PKS Ingin RKUHP Tegas Menghukum Perzinaan Sesama Jenis https://nasional.kompas.com/read/2019/08/30/18035271/pks-ingin-rkuhp-tegas-menghukum-perzinaan-sesama-jenis?utm_source=Twitter&utm_medium=Refferal&utm_campaign=Sticky_Dekstop …"
1355,"Setelah rkuhp dn pornhub,
ditutup dengan

https://m.kumparan.com/amp/@kumparannews/disertasi-dosen-iain-solo-ada-celah-seks-di-luar-nikah-halal-1rlBC00OM0u …
credit : nabila dn farah

Lahan smakin basah"
1356,"Papua, RKUHP, Ibukota pindah 
Mencoba untuk tidak ambil pusing terhadap semua isu itu, tapi tidak bisa "
1357,"Kalo pasal 278 RKUHP udah sah diundangkan:

: Kenapa sih bisa di masuk penjara gini?
: Gara-gara unggas aku jalan jalan ke kebun orang lain

:((("
1358,2 years of being a law student rn and seeing RKUHP......am I a fucking joke to you? I did not shove my ass to get good grades in all pidana classes just to see this dang it this is 2019 not 1440 come fucking on dudeeee
1359,"pornhub
rkuhp

...
*gua mau tdur aja*
hepi wiken!!!"
1360,anying abis baca draft rkuhp fak gamasuk akal semua gilak
1361,"Ketua DPR yakin RKUHP rampung di era kepemimpinannya. 
#vertanews #vertaupdate #DPR #RKUHP
http://www.vertanews.id/homepage/read/12338 …"
1362,"Rumusan RKUHP Masih Jauh dari Harapan 
https://www.validnews.id/Rumusan-RKUHP-Masih-Jauh-dari-Harapan-trP …
#ValidNih"
1363,RKUHP is full of joke.
1364,"ini bukannya RKUHP Pasal 480 ayat (3) bagian tindakan kekerasan seksual ya? Jadi bukan consent dua belah pihak tapi dalam konteks ""pemerkosaan"""
1365,#Delik Agama Masih Jadi Momok Demokrasi dalam RKUHP | Politics - Gatra https://ift.tt/2MEuOXZ  #Demokrasi #Indonesia
1366,"Dalam RKUHP, Polisi dan Jaksa Berwenang Menindak Berdasar Hukum Adat | Baca selengkapnya : https://www.kai.or.id/berita/16212/dalam-rkuhp-polisi-dan-jaksa-berwenang-menindak-berdasar-hukum-adat.html …"
1367,"Itu RKUHP perzinahan koq sinkron sama bisnis ""Indonesia Tanpa Pacaran"" yak?"
1368,"bukan tindak pidana prof,jadi gak bisa dilindungin..mungkin bullying bisa diusulka  masuk RKUHP jadi bisa dilindungi  LPSK.. https://twitter.com/iqraks/status/1167369453761224705 …"
1369,"Perjuangan melawan RKUHP terutama urusan keasusilaan udh dijalanin dari tahun lalu pas gue di Kastrat BEM UI. Tujuannya jelas, menolak pidana bagi urusan privat yang seharusnya tidak campur tangani oleh pemerintah. Kelompok pro- RKUHP juga mayoritas adalah..."
1370,"Rkuhp kacau gini. Kayanya semua pasalnya pasal karet. Bisa2 nanti ada pulau ""buru baru"" buat para gelandangan. Mereka dikumpulin terus disuruh kerja paksa. Pemerintah bilangnya buat ""rehabilitasi"" dan menjaga ""kepentingan umum"". https://twitter.com/ICJRid/status/1167368368921501696 …"
1371,BISA GA SIH RKUHP GA USAH DISAHKAN? SAMPAH BANGET AJG
1372,Peneliti Institute for Criminal and Justice Reform (ICJR) Erasmus Napitupulu menuturkan bahwa pasal aborsi dalam Rancangan Kitab Undang-Undang Hukum Pidana ( RKUHP) berpotensi mengkriminalisasikan korban perkosaan. / #Nasionalhttps://nasional.kompas.com/read/2019/08/29/19521661/pasal-aborsi-dalam-rkuhp-dinilai-berpotensi-ancam-korban-perkosaan …
1373,RKUHP terbaru tuh yang bulan Juni 2019 bukan yah?
1374,"2beer! RKUHP itu bukan cuma ""agenda"" nya PKS. Tapi juga didukung PDIP yg notabene partai seberangnya.

Penelitian Michael Buehler dr Univ of London jg bilang, Perda syariah justru banyak dikeluarin kepala daerah dr partai non-agama

Kenapa?

https://twitter.com/abell_0/status/1167260608489672704?s=19 …"
1375,DPR Soal Draf RKUHP: Fokus Penyelamatan Uang Negara Daripada Hukum Berat Koruptor http://dlvr.it/RC97Ds 
1376,2 Pasal RKUHP Ini Dinilai Bisa Lemahkan Profesi Advokat https://hukumonline.com/berita/baca/lt5d68fbb6197bb/2-pasal-rkuhp-ini-dinilai-bisa-lemahkan-profesi-advokat …
1377,"UU PORNOGRAFI/PORNOAKSI, UU PERBANKAN SYARIAH, UU JPH, UU RKUHP (yg akan lahirkan KUHP baru), PERDA-PERDA SYARIAH. Cukup lengkap. Bukan begitu bung?"
1378,Fahri Hamzah soal RKUHP: Bayangkan! 74 Tahun Merdeka Masih Pakai UU Belanda https://news.detik.com/berita/d-4685895/fahri-hamzah-soal-rkuhp-bayangkan-74-tahun-merdeka-masih-pakai-uu-belanda?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Facebook#Echobox=1567075023 …
1379,"Dalam RKUHP yang akan disahkan oleh DPR, akan memenjarakan prilaku seks oral. JIKA DILAKUKAN DENGAN PAKSAAN. PERKOSAAN DONG."
1380,"Dalam RKUHP, Polisi dan Jaksa Berwenang Menindak Berdasar Hukum Adat https://kom.ps/AFzZGy "
1381,"Intinya gak ada aturan khusus. Mau jadi apapun itu bebas, ngajak juga silahkan. Tapi yang penting tetep bertanggungjawab sama pilihan dan aksi masing2. Kita cuma bisa kasih saran.

Kalau masalah RKUHP yang baru, seperti gue bilang tadi, itu fucked up."
1382,"krisis #papua, RKUHP, KPK digembosin dr dalem, #RUUPKS ga dibelain, pasal penghinaan pres balik lg; Mungkin sekarang waktu yang tepat buat fanboy fangirl yth @jokowi buka mata n menyadari dukungan yg membabi buta itu enggak baik. Sekali-sekali kritik idola juga gapapa lagi"
1383,"Selamat Datang Di Periode Ke-2
.
RKUHP Hampir Rampung : Pasal Penghinaan Presiden Hidup Lagi.
.
https://m.republika.co.id/berita/px0ai6409/rkuhp-hampir-rampung-pasal-penghinaan-presiden-hidup-lagi …"
1384,"Ini harus diluruskan ya @VICE_ID seperti kurang jelas dipahami di wawancara nya.

Yg saya tekankan berkali-kali kmrn adalah bahwa Oral Seks dan Anal Seks yang dipidana di RKUHP hanya dalam konteks PERKOSAAN, (cont..) https://twitter.com/VICE_ID/status/1167304707045330950 …"
1385,"Sebenernya karena psl perkosa itu harus korban yg ngadu tapi karena kondisi mental bisa aja takut ga lapor. Jadi si penyusun RKUHP menurut gua, berharap nantinya akan lebih memudahkan korban dan penyidik dalam menyusun laporan lewat psl kumpul kebo."
1386,"Itu yang pada bikin RKUHP sebenernya ngerti ga sih persamaannya agnotik dengan aliran kepercayaan (yang belum lama diakui negara) ??

Kedua.... ini RKUHP dukung toleransi beragama dan hak privasi tiap orang ga sih??"
1387,"Azriana mengatakan, jika RUU PKS tak mengatur hukum pidana, payung hukum tindak kekerasan seksual hanya bergantung dari RKUHP. http://dlvr.it/RC8S3M "
1388,"Beberapa tahun lalu MK udah menghilangkan Pasal karet 335 ""perbuatan tidak menyenangkan"" dari KUHP yang sekarang, malah RKUHP bikin pasal ini alias HADEEEHHHHHH  https://twitter.com/erasmus70/status/1167236848311140352 …"
1389,Fahri Hamzah soal RKUHP: Bayangkan! 74 Tahun Merdeka Masih Pakai UU Belanda http://detik.id/6svwC1 
1390,"Seandainya RKUHP betul-betul akan disahkan segera, satu-satunya hikmah yang menurut saya dapat diambil adalah menambah khazanah kajian akademisi hukum terutama mahasiswa hukum nih.

Bakal lahir judul-judul skripsi, tesis dan disertasi yang baru."
1391,Padahal isi RKUHP banyak mudharatnya. Dan manfaat cuma buat golongan tertentu. Bukan buat masyrakat. RKUHP isinya pasal2 yg bikin maraknya persekusi. Hmm ngeri.. pic.twitter.com/FQRSQIX4Yx
1392,"Hukum yang Hidup di masyarakat dalam RKUHP telah disetujui bersama oleh Pemerintah dan DPR

Selamat datang 541 KUHP lokal pic.twitter.com/oYrA4rNkKK"
1393,"Betul dong. Aku setuju lagi kl pendidikan seks itu penting, tapi banyak org yg nolak mentah2 sex edu. Dan di RKUHP mau kasih sosialisasi ttg kondom aja bakalan dipenjara kalau qt bukan tenaga medis."
1394,"Iya fakir miskin dan anak2 terlantar dipelihara oleh negara, makanya RKUHP ini banyak klausul2 yang bermasalah/ga pas"
1395,Satu hal yang saya perlu soroti dalam RKUHP ini adalah pidana atas dasar diskriminasi. Dalam pasal ini RKUHP hanya bicara soal ras dan etnis. Padahal masih banyak jenis diskriminasi lain selain diskriminasi rasial. pic.twitter.com/8mgZKASIRi
1396,"RKUHP yang kini dibahas oleh Pemerintah dengan DPR, yakni terkait masalah hukum adat, pidana mati, penghinaan terhadap presiden, kesusilaan, tindak pidana khusus; terorisme, korupsi, narkotika, ketentuan peralihan dan ketentuan penutup.pastilah ada tujuan Positifnya"
1397,RKUHP want to know your location https://twitter.com/xximbecile/status/1167049909930881024 …
1398,"Pasal-Pasal Kontroversial RKUHP: Ada Soal Penghinaan Presiden
http://bit.ly/2Ud1QPU "
1399,"Pasal-Pasal Kontroversial RKUHP: Ada Soal Penghinaan Presiden
http://bit.ly/2Ud1QPU "
1400,"Pasal-Pasal Kontroversial RKUHP: Ada Soal Penghinaan Presiden
http://bit.ly/2Ud1QPU "
1401,"RKUHP: Ketahuan Selingkuh Bisa Dipenjara 2 Tahun http://bit.ly/2Uj1ozt  

Anda setuju?

@ICJRidpic.twitter.com/CSnVGVkL4T"
1402,"Kalo gitu diaturnya oleh hukum adat, tapi di RKUHP ini tertulis ""diancam dengan hukum pidana""."
1403,"Gayus Lumbun (PDIP-Christian) agrees to criminalize non-marital sexual activity, since it’s not part of eastern culture. The RKUHP revision is not only an agenda of Islamist Party PKS, its embedded within Nationalist party glorifying the Eastern value

https://news.detik.com/berita/d-4488430/prof-gayus-lumbuun-setuju-kumpul-kebo-seks-oral-dan-seks-anal-dibui …"
1404,"Hukum pemerkosaan di Indonesia harus dengan pemaknaan sosial yang lebih progresif, dan tentunya lebih menghormati pengalaman setiap korban kekerasan seksual. 

https://magdalene.co/story/definisi-hukum-soal-pemerkosaan-kerdilkan-pengalaman-korban … #RKUHP"
1405,#RKUHP Hampir Rampung: Pasal Penghinaan Presiden Hidup Lagi - Republika Online https://ift.tt/2ZtDxlR  #Demokrasi #Indonesia
1406,"Bagaimana dg besarnya potensi penghukuman ganda (double jeopardy)? Aplg penegakannya akan diserahkan pd aparat hukum negara, yg kacamatanya sllu hukum positif. Bukannya itu justru menyalahi prinsip hukum pidana? #RKUHP"
1407,"Klo hukum yg berlaku di masyarakat diformalisasi jd hukum positif negara, apk tetap disebut sbg hukum masyarakat? Bukannya sbnrnya soal pilihan penggunaan hukum? #RKUHP #PluralismeHukum"
1408,ICJR: 'Contempt of Court' di RKUHP Bungkam Pengkritik Hakim http://cnn.id/425946?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …
1409,Baca twit tentang RKUHP ini kok ya... 
1410,"Headline ini mudah untuk dispin kemana"". Sungguhpun RKUHP banyak masalah, tapi ini bukan salah satunya. Karena dalam RKUHP itu definisi perkosaan dimulai dengan ""Setiap orang dengan KEKERASAN atau ANCAMAN KEKERASAN memaksa seseorang bersetubuh dengannya. https://m.detik.com/news/berita/d-4685034/ruu-kuhp-seks-oral-dipenjara-12-tahun/2#detailfoto …"
1411,"Menanggapi masukan masyarakat sipil tentang capim KPK, pansel menggunakan ""jangan buang-buang waktu kami kalau bukti tidak ada."" Nir-respon semacam jg sering dipakai timmus RKUHP. ""Jangan buang-buang waktu kami kalau masukannya filosofis, langsung saja kasih rumusan."""
1412,"Mungkin waktu rapat ada satu (atau beberapa) orang yg sadar kalau RKUHP sebaiknya tidak disahkan sehingga dibuatlah ia semakin ke kanan agar banyak masyarakat yg menolak.
Semoga. https://twitter.com/erasmus70/status/1167236848311140352 …"
1413,"Duh, amit2 dah. Ngapain ada rkuhp kalau kayak gitu? Di sini main hakim sendiri udah biasa "
1414,Rkuhp kesannya malah jadi balikin lagi kekuatan hukum ke masyarakat gitu? Biar bisa main hakim sendiri?
1415,"politik Indonesia akan terus seperti ini jika, konservatif fanatik terus melakukan gerakan penghambatan cara berpikir, dan kritik seseorang dengan RKUHP https://twitter.com/budimandjatmiko/status/1166898090038579200 …"
1416,Perumus RKUHP punya masalah apa ya ? https://twitter.com/erasmus70/status/1167236848311140352 …
1417,RKUHP Dijadwalkan Disahkan DPR Periode 2014-2019 https://ift.tt/2UgKx0r 
1418,Daripada poseng mikir RKUHP yg kayak KONTLO ini. pic.twitter.com/oNGoPmEQgx
1419,@PDewanata32 piye ndu? Kok RKUHP gondal gandul ngiwo nengen ngene ndu. Koyok susu tapi raiso dicekel. Agagaga https://twitter.com/erasmus70/status/1167237702397259776 …
1420,Can't focus on work. Keep thinking about #hometoBilo and the Amazon burning to the ground and RUU PKS and RKUHP and--
1421,"Mau tau pasal paling karet di RKUHP? 

Ini ""hukum yang hidup di masyarat""

Apa saja perbuatannyaa? Gak ada yang tahu, krn gak dan belum dirumuskan. Pokoknya masuk dulu

Siapa yg nindak? Polisi

Mulailah cari hukum yg hidup di masyarakat di daerah anda, tpi emang gak tertulis  pic.twitter.com/KUkePBrUN2"
1422,"Kalo konstruksinya seperti itu, gw koq ngeliatnya beda yak?

Di KUHP konstruksinya delik biasa. Di RKUHP, jadi delik aduan. Jadinya disamakan dg penghinaan/pencemaran nama baik spt orang biasa. Jk laporan oleh orang lain, harus ada surat kuasa"
1423,"Menurut RKUHP terbaru, terancam 6 bulan penjara pic.twitter.com/r5tWAbjPCq"
1424,Lemah amat Tuhan minta keadilan lewat RKUHP 
1425,"Peneliti ICJR, Erasmus: Pasal soal Penodaan Agama dalam RKUHP Harus Dihapus https://nawacitapost.com/peneliti-icjr-erasmus-pasal-soal-penodaan-agama-dalam-rkuhp-harus-dihapus/ …pic.twitter.com/NIcw8eYWkM"
1426,#Delik Agama Masih Jadi Momok Demokrasi dalam RKUHP | Politics - Gatra https://ift.tt/2MEuOXZ  #Demokrasi #Indonesia
1427,"Jadi Point penting dari revisi RKUHP 218 - 220

Bikin Presiden dan wakil presiden anti kritik.

Pidana min 6 bulan max 4 tahun dengan maksimal denda tingkat/kategori 4."
1428,"Gaes, please baca draft RKUHP dengan benar. Banyak media mainstream lokal dan international yang salah tafsir, besar dugaan gw krn jurnalisnya males baca :("
1429,Rame-rama RKUHP ini bikin sedikit lega. Setidaknya sekarang ga cuma gw yang stres bayangin kalo RKUHP jd disahkan segera.
1430,RKUHP udah ada dari dulu.. Tapi malah nyalahin jokowi. Kaan aneeh
1431,Tetap yg godok kan DPR.  Namanya juga RKUHP. Masih Ius costituendum dan bukan ius consitutum jadi Kalo ada MASALAH itu hal wajar.. Dan itulah tugas DPR.  Bukan malah nyinyirin Pemerintah.  Salah kamar bung. https://twitter.com/erasmus70/status/1167132716053102594 …
1432,"Bisa gak malas gak sih? 

Itu RKUHP masuk ke DPR dan dibahas di tahun 2015, penghinaan presiden sudah di sana, ini draft 28 Agustus 2019, diubah dgn frasa seperti di twit, tau siapa yg masukin itu draft? Pemerintah. Tau yg ttd suratnya? Presiden.

Itu RKUHP inisiatif Pemerintah https://twitter.com/usmanguantengz/status/1167130108873723904 …"
1433,rkuhp disahin indonesia jd apa ya
1434,DPR Optimistis RKUHP Bakal Disahkan di Rapat Paripurna Terakhir https://nasional.okezone.com/read/2019/08/29/337/2098360/dpr-optimistis-rkuhp-bakal-disahkan-di-rapat-paripurna-terakhir?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/43Lzl3PIEN
1435,Calon-calon di pidana semua ini kalau RKUHP disahkan.
1436,#RKUHP https://twitter.com/shitegoblin/status/1167076486530007040 …
1437,"Pasal Karet Contempt of Court dalam RKUHP Rentan Menyasar Pers, Akademisi, LSM http://www.gresnews.com/berita/isu_terkini/117017-pasal-karet-contempt-of-court-dalam-rkuhp-rentan-menyasar-pers-akademisi-lsm/ …"
1438,"200 PLHIV from all over Indonesia in their occasion of PLHIV Advocacy Treatment Summit 2019 in Surabaya declared their criticism towards RKUHP #BillOfPenalCode #Indonesia which consists of the articles that will threaten HIV Prevention 

cc: @Aidsfonds_intl @frontlineaidshttps://twitter.com/ICJRid/status/1166993213929844737 …"
1439,"Anyways, di tweet itu gue ngomongin pasal penghinaan presiden. Udah diputus MK inkonstitusional. Dibalikin lagi ke RKUHP "
1440,"Moco draft RKUHP malah mung pie gek iki wkwk
Wes do turu ae neng ngomah rasah metu2 ndak opo2 dikasuske wkwkwk
Reinkarnasi orba!"
1441,"@tunggalp ditunggu kultwit2 ttg setiap pasal atau persoalan dlm RKUHP. 

1. Sila bahas satu persatu dg info/link yg lengkap. 

2. Netizen akan dukung scr obyektif. Insha Allah diperhatikan istana. 

3. Urusan seragam paskibraka, kt bekerja di dumay, & Alhamdulillah diperhatikan"
1442,awas rkuhp ini kalo beneran disahkan tanpa asa revisi lagi bakal kayak uu ite. siap2 bikin paguyunan korban kuhpidana
1443,Kalau hasil rapat rkuhp 2 hari ini notulen nya udh jadi uuuuuuu akan terlihat siapa yg jelmaan duterte~~~~~ https://twitter.com/bondhankipa/status/1167078522843566081 …
1444,"RKUHP kok semakin masuk ke ranah privat. 
RKUHP semestinya cukup mengatur tentang sanksi bagi perbuatan yang bertentangan dengan kepentingan publik dan HAM yang fundamental."
1445,"Kalau baca beberapa respon dari twit2 soal RKUHP, banyak banget lo ternyata orang2 yang bernapsu mempidanakan seseorang untuk kasus remeh temeh. 

Akhirnya wajah DPR kita ya memang wajah mayoritas masyarakatnya... apa boleh buat  https://twitter.com/anjhanie_r/status/1167076642558115842 …"
1446,"HUKUM PIDANA
UU ITE
UU RKUHP
bisa kali di teliti lagi mb clar"
1447,Kenapa sih yg bikin RKUHP teh????? https://twitter.com/kompascom/status/1167057699869118466 …
1448,"ketentuan penutup ini bilanh pasal yg di UU itu dicabut dan dinyatakan tidak berlaku, yg mana brrti yg dipake jadi RKUHP.

Lah kalau misalnya udh ditulis di RKUHP tapi toh yg berlaku ttp yg di UU luar ya ngapain capek2in badan masupin ke RKUHP, terus bikin penutup sampe kriting https://twitter.com/parasyurama/status/1167072779985768448 …"
1449,Ini yang mendukung RKUHP dan menolak RUU-PKS sama-sama males baca pasal-pasalnya ya
1450,"Masuknya tindak pidana khusus ke dlm RKUHP harus dipahami semata mata sbg core crime. Maka uu pidana khusus tetap berlaku sbg lex specialis. Tak hanya itu perlu dilihat peraturan peralihannya, apakah ada insentif bgi tindak pidana khusus atau tidak.. https://twitter.com/maidina__/status/1167011034906808320 …"
1451,"Tim yang nyusun RKUHP ini hidupnya pasti lurus terus ngga pernah bermasalah.
Semoga sehat selalu :)"
1452,"atau jadi pembuat RKUHP nya deh, biar bener isinya"
1453,"Indonesia bobroknya makin merajarela.. 

Kpk, rkuhp, papua.. gosh"
1454,"2beer! Maaf nih ngirim post di tubi mulu. Tapi emang situasinya lagi genting, demokrasi kita diserang dari berbagai sisi oleh elite.

- Papua Digelapkan
- RKUHP Kolonial mau disahkan
- KPK mau dilemahkan dari dalam
- dan masih banyak lagi. 
 pic.twitter.com/MDuOIwmX3a"
1455,"Komisi III @DPR_RI @bambangsoesatyo, Tolak RKUHP yg kriminalisasi perempuan, anak, masyarakat adat & kelompok marjinal. - Tandatangani Petisi! http://chng.it/JyfWBGB7  via @ChangeOrg_ID"
1456,RKUHP Dijadwalkan Disahkan DPR Periode 2014-2019 http://ini.la/2542986 
1457,#RKUHP: Penghinaan Presiden Harus Aduan Langsung Presiden - Republika Online https://ift.tt/2ZrrAha  #Demokrasi #Indonesia
1458,"RKUHP kabarnya bakal disahkan bulan September di sidang paripurna terakhir dan akan dielu-elukan sebagai sebuah ""pencapaian sejarah"". Sumpah horor. Belum ada Koalisi Sipil terbentuk pula."
